SSIC,UEN,firm_type,ownership_type,exp_total_rnd,no_sc_researchers,no_pr_researchers,no_fc_researchers,no_phd_researchers,no_masters_researchers,no_bachelors_researchers,no_nondegree_researchers,no_postgrad_researchers
S3,7630,MNC,Private,3520.365,56,381,684,254,452,178,342,139
S2,7631,SME,Public RI,3807.837,366,101,295,297,182,481,57,143
S3,7632,SME,Public RI,2505.805,662,584,160,260,185,415,238,171
S2,7633,MNC,Gov,2664.419,341,240,1189,178,186,442,289,202
S1,7634,MNC,Private,3034.859,267,258,27,515,165,529,162,12
S2,7635,SME,Gov,2567.43,136,214,96,247,610,68,495,251
S2,7636,MNC,Private,3198.03,228,330,193,479,215,366,241,424
S3,7637,LLC,IHL,2265.912,387,852,115,598,172,171,663,616
S1,7638,MNC,IHL,2702.287,350,192,201,19,405,227,160,7
S1,7639,SME,Public RI,2218.501,118,76,75,551,583,9,433,314
S2,7640,LLC,Private,2892.302,268,708,258,280,151,273,283,177
S3,7641,MNC,Gov,1216.063,72,216,55,87,494,481,205,71
S3,7642,LLC,Private,1750.2,653,114,228,133,203,62,528,374
S1,7643,LLC,Gov,4773.531,440,174,79,364,63,85,409,540
S2,7644,MNC,Gov,3274.021,200,259,595,222,82,243,37,578
S2,7645,LLC,IHL,2298.932,231,377,194,184,342,492,86,643
S3,7646,MNC,Gov,3068.729,399,293,655,728,383,138,56,536
S3,7647,LLC,IHL,3819.245,71,357,458,611,407,280,261,49
S3,7648,LLC,Public RI,5573.202,308,278,821,210,628,488,141,201
S3,7649,MNC,Public RI,1403.264,549,289,345,530,346,417,305,144
S3,7650,MNC,Gov,1946.851,366,271,396,381,527,294,214,147
S3,7651,SME,Public RI,2344.846,45,252,392,461,406,95,712,516
S1,7652,MNC,Gov,3551.165,796,227,255,138,536,101,70,839
S2,7653,SME,Private,2644.249,170,835,355,24,178,225,235,210
S2,7654,LLC,Private,3207.333,306,406,261,319,140,409,87,253
S1,7655,SME,Private,1965.172,407,212,169,360,489,371,462,95
S2,7656,LLC,Private,3987.317,418,131,247,246,104,259,352,265
S2,7657,LLC,Private,2873.401,189,121,315,78,343,100,70,872
S1,7658,MNC,IHL,2865.193,191,258,113,525,357,204,552,421
S3,7659,LLC,IHL,2727.214,175,571,252,45,574,369,662,153
S3,7660,LLC,Gov,3048.215,126,369,276,243,790,325,452,133
S3,7661,MNC,Public RI,2197.33,554,305,116,136,353,219,53,46
S1,7662,MNC,IHL,2938.727,252,347,272,259,398,238,157,455
S3,7663,LLC,Private,2667.898,459,123,190,665,82,76,234,121
S3,7664,LLC,IHL,2630.061,154,268,630,83,413,445,184,73
S1,7665,MNC,IHL,2893.232,99,92,456,369,216,104,383,107
S3,7666,MNC,Public RI,3554.386,739,39,78,453,939,100,289,154
S2,7667,MNC,Gov,2481.782,291,88,103,232,503,157,106,101
S2,7668,MNC,Public RI,3242.63,146,149,255,111,143,106,247,226
S3,7669,LLC,Private,2633.943,77,1345,383,235,44,500,525,417
S3,7670,MNC,Public RI,2531.594,397,283,62,721,257,104,273,198
S1,7671,MNC,Public RI,4032.195,329,276,160,125,465,91,95,219
S3,7672,LLC,Gov,2528.195,202,82,125,257,129,130,139,348
S2,7673,SME,IHL,1845.409,59,124,201,459,348,432,321,645
S1,7674,MNC,Private,2292.352,267,31,284,597,194,584,185,91
S3,7675,LLC,Gov,3983.987,212,396,190,138,603,621,391,736
S3,7676,MNC,Private,4363.312,167,1331,616,327,218,262,49,445
S3,7677,LLC,Gov,3239.093,191,365,532,191,314,667,305,177
S1,7678,SME,IHL,2941.807,319,479,85,129,486,337,789,201
S1,7679,MNC,Gov,5670.172,198,194,428,470,169,295,511,171
S2,7680,MNC,Gov,3884.403,288,261,240,590,103,662,88,279
S2,7681,LLC,Gov,1625.022,137,329,537,213,262,221,1110,129
S2,7682,SME,IHL,4790.746,344,115,70,128,197,405,88,79
S3,7683,SME,Private,2650.504,167,271,1159,298,124,298,169,302
S3,7684,LLC,Gov,1932.443,465,266,417,295,93,180,154,180
S3,7685,MNC,IHL,4417.739,37,304,98,895,282,376,396,75
S3,7686,LLC,IHL,4124.467,341,418,46,451,110,160,98,120
S1,7687,MNC,IHL,3048.802,137,508,149,56,251,386,1249,283
S3,7688,SME,Gov,3199.04,735,315,190,182,337,168,148,520
S2,7689,SME,Public RI,3139.335,1052,134,582,200,298,79,99,172
S2,7690,MNC,Gov,3149.754,385,366,348,559,292,31,178,77
S2,7691,MNC,Private,2844.766,145,260,640,775,395,45,475,145
S1,7692,MNC,Gov,1307.289,48,95,670,757,28,79,94,206
S2,7693,SME,Gov,2432.078,395,329,79,120,261,379,400,250
S1,7694,MNC,IHL,3921.471,298,195,142,154,700,149,149,949
S1,7695,LLC,Private,2433.577,77,136,159,102,367,401,182,47
S1,7696,SME,IHL,2046.622,251,707,302,379,118,138,221,132
S1,7697,SME,Private,2245.025,176,148,388,166,132,847,295,476
S1,7698,LLC,Private,4188.649,182,324,445,145,116,152,185,125
S1,7699,LLC,IHL,3084.213,27,220,397,632,68,309,72,523
S3,7700,MNC,Gov,3758.058,455,541,508,252,230,210,311,418
S3,7701,LLC,IHL,4422.385,311,203,149,58,290,211,278,477
S2,7702,LLC,Public RI,1629.605,74,575,1019,84,189,149,29,456
S2,7703,MNC,Private,1711.837,148,245,496,311,252,110,355,68
S1,7704,MNC,IHL,4141.224,398,122,459,87,500,286,273,36
S3,7705,MNC,IHL,2465.088,168,151,368,184,142,377,205,603
S2,7706,SME,Public RI,1706.197,568,114,228,107,214,269,210,515
S1,7707,MNC,Private,3945.342,178,42,248,92,331,64,432,320
S3,7708,MNC,Private,2696.007,93,543,717,218,77,47,118,118
S3,7709,MNC,IHL,2046.172,293,282,424,309,401,501,59,478
S2,7710,LLC,Gov,2572.03,235,781,491,253,605,255,188,618
S3,7711,LLC,Gov,2939.965,212,580,179,246,102,519,525,318
S3,7712,MNC,IHL,1476.047,207,388,259,419,442,416,386,74
S3,7713,SME,Private,980.889,1005,1061,204,71,136,600,530,430
S2,7714,LLC,IHL,3853.823,1252,71,539,354,212,345,21,185
S2,7715,MNC,Gov,2339.933,97,148,38,383,577,55,5,197
S2,7716,MNC,Public RI,1909.635,1322,362,114,164,244,331,139,60
S1,7717,LLC,Private,2272.506,394,110,613,337,623,76,331,246
S3,7718,SME,IHL,2616.641,33,88,168,253,22,635,224,253
S2,7719,LLC,Gov,2178.896,148,189,347,820,123,382,274,511
S1,7720,LLC,Gov,3397.168,202,351,297,92,239,478,251,108
S2,7721,SME,Private,3726.177,43,301,397,434,199,8,98,453
S3,7722,LLC,Gov,2658.952,982,114,447,249,389,254,159,270
S1,7723,SME,Gov,1918.518,429,229,294,219,132,246,318,1204
S2,7724,LLC,Public RI,3401.168,202,151,216,259,751,426,158,166
S2,7725,MNC,Gov,4270.481,184,100,366,442,280,113,104,187
S1,7726,LLC,Private,3324.097,205,353,327,234,117,198,729,404
S1,7727,SME,Private,3279.294,383,692,343,184,549,517,190,138
S2,7728,LLC,Gov,2547.563,37,811,149,220,232,7,452,60
S1,7729,LLC,Gov,1978.883,213,389,124,179,53,633,200,103
S2,7730,SME,Private,5999.437,441,111,141,191,58,569,670,466
S2,7731,MNC,Public RI,2978.404,668,153,787,187,204,461,125,163
S3,7732,SME,Gov,2701.305,245,79,218,287,620,73,760,305
S2,7733,LLC,IHL,5575.088,110,227,199,269,657,484,142,204
S3,7734,LLC,IHL,2136.378,127,319,59,399,53,76,341,437
S2,7735,LLC,Public RI,1486.164,86,126,97,401,109,50,514,277
S2,7736,MNC,Gov,2274.872,11,665,466,886,181,129,406,331
S3,7737,MNC,Public RI,2402.729,146,338,342,227,535,45,28,127
S2,7738,SME,Public RI,4995.029,137,314,252,133,387,522,707,93
S3,7739,LLC,Private,2433.716,126,171,156,98,100,241,129,161
S1,7740,SME,Private,2513.027,1149,375,126,510,137,457,640,84
S1,7741,SME,Public RI,2401.021,301,145,239,439,588,476,85,35
S3,7742,LLC,Private,3704.785,33,838,541,785,348,257,263,375
S2,7743,MNC,Private,3495.851,205,138,182,547,89,546,110,184
S1,7744,SME,IHL,3181.989,113,461,653,293,329,87,451,223
S3,7745,SME,Private,3204.115,383,221,296,596,420,125,343,102
S3,7746,LLC,Public RI,2364.78,59,57,441,92,232,322,412,85
S3,7747,LLC,Private,4976.84,221,101,103,278,479,150,688,52
S1,7748,SME,Public RI,2682.293,473,258,346,293,259,366,301,328
S2,7749,SME,Private,1606.168,85,262,125,255,573,307,148,216
S1,7750,SME,IHL,911.188,123,102,298,236,317,160,104,674
S3,7751,LLC,Private,3574.921,98,121,423,361,118,114,79,376
S1,7752,LLC,Private,2724.651,498,242,480,351,213,134,430,109
S3,7753,SME,Public RI,1952.734,399,318,92,136,283,288,320,106
S2,7754,SME,Gov,3003.869,106,132,132,231,383,104,825,230
S3,7755,LLC,Private,4741.013,174,512,59,547,79,99,38,606
S3,7756,SME,IHL,5159.597,186,483,156,212,439,781,177,163
S1,7757,SME,Gov,2522.91,71,154,678,464,435,181,85,528
S2,7758,LLC,Private,2993.821,41,222,205,875,337,130,250,223
S3,7759,SME,Public RI,2552.005,192,456,66,98,209,259,195,165
S1,7760,MNC,Public RI,4313.325,108,207,338,244,140,354,314,379
S3,7761,MNC,Gov,1708.381,295,142,601,229,103,390,149,104
S3,7762,MNC,Public RI,5345.095,456,419,114,908,888,98,793,349
S3,7763,SME,Gov,5025.006,664,219,55,202,606,386,310,484
S3,7764,SME,Gov,2737.634,288,898,236,401,361,63,665,183
S1,7765,MNC,IHL,1800.874,307,668,204,138,230,602,318,317
S3,7766,SME,Private,3706.127,510,79,129,262,196,151,1331,195
S2,7767,MNC,Gov,2084.442,297,210,194,466,468,148,248,419
S3,7768,SME,Gov,2485.434,258,65,165,200,204,451,921,123
S2,7769,SME,Gov,4585.121,253,159,307,113,168,433,348,308
S1,7770,MNC,Public RI,3328.875,81,812,715,77,198,305,526,325
S1,7771,SME,Public RI,2785.255,286,422,649,225,220,473,312,348
S1,7772,SME,IHL,3106.971,330,204,217,230,250,232,160,359
S1,7773,SME,Gov,2435.622,283,312,306,411,646,305,190,224
S2,7774,MNC,IHL,4026.29,62,380,559,32,39,743,90,197
S2,7775,MNC,IHL,1077.085,50,346,888,453,69,216,563,757
S3,7776,LLC,Public RI,3652.789,43,235,215,74,268,619,206,645
S1,7777,SME,Public RI,4099.003,275,334,144,637,150,125,214,167
S2,7778,MNC,Public RI,3857.747,361,157,328,519,456,624,220,383
S2,7779,LLC,Public RI,4225.579,14,883,401,221,503,72,222,127
S2,7780,MNC,IHL,4479.357,169,173,57,300,321,380,650,393
S3,7781,SME,Public RI,3008.045,30,84,330,142,78,426,305,102
S3,7782,SME,Private,5595.561,209,169,74,560,62,115,42,252
S2,7783,MNC,IHL,2683.743,228,401,45,224,602,211,259,222
S2,7784,LLC,Public RI,2464.517,383,680,1149,1380,584,590,217,196
S3,7785,LLC,Gov,1332.376,89,375,109,495,290,242,711,95
S1,7786,LLC,Gov,3262.996,309,139,482,311,64,504,95,140
S2,7787,SME,Public RI,2300.971,189,197,637,380,153,28,214,550
S2,7788,SME,Gov,2608.674,198,148,677,683,254,309,210,191
S3,7789,SME,Public RI,2182.176,284,338,434,122,137,680,95,64
S2,7790,LLC,IHL,1954.737,283,115,56,224,312,122,677,177
S1,7791,LLC,Public RI,2613.236,114,649,42,359,54,241,215,229
S1,7792,MNC,IHL,2037.749,322,267,392,340,236,599,362,93
S3,7793,SME,Public RI,1464.663,106,427,882,156,604,448,110,385
S3,7794,SME,Public RI,3748.773,118,869,88,551,428,57,530,503
S1,7795,MNC,Gov,2633.087,54,487,713,417,126,289,671,304
S1,7796,SME,IHL,2235.0,353,246,125,69,201,470,1323,227
S2,7797,LLC,Gov,2074.853,179,118,177,108,92,420,405,266
S2,7798,LLC,Gov,3679.077,255,138,329,381,165,686,581,149
S2,7799,MNC,Gov,3224.881,263,489,314,202,75,341,156,123
S3,7800,SME,Private,1745.341,114,204,822,248,424,126,329,391
S1,7801,MNC,Public RI,3370.217,246,299,202,87,280,134,304,512
S2,7802,SME,Public RI,1672.646,276,138,254,160,298,452,292,112
S2,7803,SME,Public RI,3178.139,706,181,509,412,215,182,67,625
S3,7804,MNC,Gov,1476.808,270,648,70,305,224,205,32,1211
S2,7805,SME,IHL,2989.694,431,403,374,471,46,271,353,98
S3,7806,SME,Gov,2631.082,327,849,91,435,282,90,396,33
S3,7807,LLC,Private,2362.504,329,480,25,307,303,263,197,198
S1,7808,LLC,Private,3483.963,482,341,54,117,393,609,15,289
S3,7809,LLC,Public RI,4244.968,337,279,111,205,779,176,89,167
S3,7810,LLC,Gov,2961.65,302,477,335,252,434,26,292,329
S3,7811,SME,Private,4247.952,305,71,88,55,37,153,49,321
S1,7812,SME,Public RI,3624.276,785,312,181,229,407,227,181,127
S2,7813,MNC,Public RI,4266.733,60,128,821,615,505,118,294,532
S2,7814,SME,Public RI,2507.975,198,128,293,258,147,354,108,287
S3,7815,SME,IHL,3166.391,92,182,516,47,207,310,873,428
S3,7816,SME,Gov,2428.57,313,152,258,547,401,1135,382,308
S3,7817,LLC,IHL,2252.288,290,569,257,132,768,169,76,247
S1,7818,MNC,Private,3090.04,764,126,216,38,310,51,241,172
S2,7819,SME,Private,1952.914,267,220,57,135,385,597,320,123
S1,7820,SME,IHL,4126.224,335,120,60,166,274,185,242,556
S1,7821,SME,IHL,2924.318,69,205,491,156,333,355,150,277
S2,7822,SME,Public RI,3440.314,239,464,294,602,179,57,286,165
S2,7823,LLC,Public RI,2364.547,124,467,135,389,577,211,172,215
S3,7824,LLC,Public RI,1403.047,573,437,641,169,123,124,162,188
S3,7825,SME,Private,3841.603,164,597,69,197,126,475,253,127
S1,7826,MNC,Private,3290.227,126,174,99,49,288,244,523,599
S1,7827,MNC,Public RI,2229.044,167,430,287,533,435,210,670,295
S2,7828,LLC,Gov,2728.636,154,682,270,158,308,690,741,71
S1,7829,MNC,IHL,5461.444,719,274,326,134,410,623,262,80
S3,7830,SME,Public RI,2057.159,221,222,106,165,593,158,88,209
S1,7831,LLC,Public RI,4132.363,35,185,841,313,376,656,4,619
S1,7832,SME,Gov,2951.221,206,239,118,115,220,108,306,263
S1,7833,MNC,IHL,3190.56,84,263,31,316,549,36,78,238
S3,7834,MNC,Private,2632.84,49,566,53,316,541,169,40,35
S1,7835,SME,IHL,3446.073,316,291,162,1015,205,242,349,300
S2,7836,LLC,Gov,1865.985,197,84,381,393,429,54,453,124
S3,7837,SME,Private,2764.989,361,287,185,454,293,252,374,176
S1,7838,LLC,Public RI,1794.871,347,39,274,311,546,54,111,95
S1,7839,LLC,IHL,3760.333,225,275,562,212,166,822,423,648
S2,7840,LLC,IHL,2075.17,320,154,120,158,192,213,546,254
S3,7841,SME,Private,2579.925,62,359,76,248,189,142,427,93
S1,7842,LLC,Gov,1480.809,180,234,296,187,237,220,1051,149
S2,7843,MNC,IHL,2916.799,257,463,98,681,658,465,398,219
S3,7844,MNC,IHL,3958.067,92,66,488,241,521,827,630,265
S3,7845,MNC,Public RI,3896.315,326,428,145,351,317,247,355,142
S2,7846,LLC,IHL,1497.095,414,409,661,383,54,405,127,533
S2,7847,LLC,Public RI,3404.149,222,565,544,59,263,507,1495,416
S3,7848,MNC,Public RI,4231.194,56,183,318,96,118,155,125,109
S2,7849,MNC,Gov,4895.581,125,192,33,435,199,203,229,116
S1,7850,SME,Public RI,2637.991,562,540,173,311,252,202,282,30
S3,7851,SME,Gov,3990.949,396,8,63,548,243,569,12,77
S1,7852,MNC,Private,847.626,116,98,232,31,105,617,162,162
S1,7853,MNC,Public RI,4210.163,391,158,388,192,351,194,404,115
S1,7854,LLC,Gov,2845.653,195,240,642,441,119,451,205,20
S1,7855,LLC,IHL,1810.414,79,76,558,752,334,612,175,69
S1,7856,SME,IHL,2553.024,129,314,640,91,776,175,404,211
S3,7857,LLC,Private,4118.246,366,89,188,82,387,71,44,355
S1,7858,SME,Private,2500.959,223,353,59,160,370,74,537,68
S2,7859,LLC,Public RI,4437.474,257,265,109,160,408,460,88,447
S2,7860,SME,Private,5438.914,798,199,33,185,376,72,805,350
S1,7861,MNC,Gov,3044.248,188,1060,589,680,256,212,301,249
S1,7862,SME,IHL,2668.642,206,880,969,138,353,423,319,260
S3,7863,SME,Private,2769.352,136,423,121,162,274,668,14,765
S1,7864,SME,IHL,3411.565,584,441,897,82,278,60,308,378
S3,7865,LLC,Public RI,1922.365,287,382,518,565,79,74,83,607
S1,7866,MNC,IHL,1789.408,69,514,446,252,667,232,446,376
S2,7867,LLC,Gov,2610.145,353,465,84,593,85,647,80,408
S1,7868,LLC,Gov,3334.817,204,270,225,353,823,59,336,92
S1,7869,MNC,Private,3284.007,114,100,710,433,703,287,285,134
S1,7870,SME,Gov,3291.004,322,175,129,389,842,227,222,91
S2,7871,MNC,Private,4258.302,16,725,155,437,151,390,96,65
S3,7872,SME,Private,4324.08,460,124,146,494,170,59,135,242
S3,7873,LLC,Public RI,3092.662,109,306,69,548,214,439,460,107
S1,7874,LLC,Gov,3182.237,112,496,50,384,743,249,115,95
S1,7875,LLC,Gov,3914.673,261,142,99,80,281,339,197,275
S2,7876,LLC,Gov,4057.609,250,118,100,355,445,120,365,38
S3,7877,SME,Public RI,2151.023,531,479,281,165,136,182,439,195
S2,7878,LLC,Gov,4035.94,91,538,25,82,896,855,690,252
S3,7879,SME,Gov,4064.873,69,204,217,187,381,407,159,265
S2,7880,LLC,Public RI,2714.747,368,391,142,249,205,127,189,66
S3,7881,MNC,IHL,2866.617,227,222,333,376,151,74,346,93
S2,7882,MNC,Gov,2095.804,352,48,440,333,877,444,171,13
S2,7883,LLC,Public RI,3490.124,363,527,160,252,195,418,240,232
S1,7884,LLC,Gov,1859.819,182,258,376,592,274,453,237,192
S2,7885,SME,Public RI,3154.24,328,260,82,220,258,329,132,260
S3,7886,SME,IHL,2862.822,55,396,58,191,364,326,271,65
S2,7887,LLC,Gov,2008.278,511,469,745,452,285,183,465,279
S2,7888,SME,Private,2641.532,458,301,46,77,53,94,331,991
S3,7889,MNC,Gov,4176.63,100,408,314,1034,85,297,101,508
S2,7890,LLC,Public RI,4956.098,194,498,428,90,64,51,222,240
S3,7891,SME,Gov,3147.692,145,258,72,158,283,849,167,105
S3,7892,MNC,Gov,2680.509,498,272,140,292,119,500,12,397
S2,7893,LLC,Public RI,2116.558,171,178,278,309,325,190,317,275
S1,7894,SME,Public RI,2560.638,486,435,241,105,11,555,34,215
S3,7895,MNC,Private,2264.441,432,166,38,122,247,158,59,1007
S1,7896,SME,Private,2523.249,229,201,440,378,142,288,1148,570
S1,7897,LLC,Public RI,2316.185,366,177,179,302,103,38,28,440
S2,7898,MNC,IHL,2348.431,654,467,112,121,377,151,585,326
S1,7899,SME,Private,4631.297,305,201,408,47,322,145,270,305
S3,7900,LLC,IHL,2362.29,373,165,283,179,854,494,239,323
S2,7901,LLC,Private,4622.396,90,164,217,780,688,399,313,770
S1,7902,MNC,Private,3310.449,145,118,160,311,491,154,87,95
S3,7903,LLC,IHL,1798.567,330,322,93,396,524,129,38,770
S2,7904,LLC,Gov,2106.595,353,796,211,572,229,487,110,420
S3,7905,SME,Public RI,3371.745,225,666,245,134,415,266,138,616
S1,7906,LLC,IHL,2003.865,227,294,98,406,279,78,311,140
S3,7907,MNC,IHL,5364.667,899,151,278,268,68,280,223,688
S1,7908,MNC,IHL,2701.385,184,453,297,167,409,178,262,295
S2,7909,MNC,IHL,3182.1,11,317,497,259,511,163,258,548
S3,7910,MNC,Gov,1827.778,100,214,171,171,324,211,92,777
S2,7911,MNC,Public RI,2474.196,405,269,249,817,291,359,398,125
S2,7912,LLC,Private,3705.468,217,27,465,614,191,601,317,217
S3,7913,LLC,Public RI,2071.018,191,217,122,124,569,279,385,394
S2,7914,SME,Gov,2408.753,124,357,24,85,334,118,477,103
S3,7915,MNC,Public RI,1912.262,238,187,64,180,161,237,392,236
S2,7916,LLC,IHL,3382.947,15,122,1084,201,457,90,128,275
S3,7917,MNC,IHL,3017.986,482,136,405,172,264,104,536,536
S1,7918,MNC,Public RI,3144.196,102,218,469,415,314,319,324,251
S3,7919,LLC,Private,2508.409,155,210,114,431,428,451,89,467
S3,7920,LLC,Public RI,2995.957,110,266,382,45,204,143,393,36
S2,7921,MNC,Private,3130.034,136,186,19,247,173,160,23,130
S2,7922,SME,IHL,3326.621,505,475,97,382,154,538,43,536
S1,7923,SME,Gov,3553.53,302,36,184,147,226,195,42,527
S1,7924,SME,Private,1931.74,301,212,1178,359,1114,230,459,93
S2,7925,SME,Public RI,2452.119,548,88,462,505,264,70,623,151
S1,7926,LLC,Private,3176.679,23,317,28,379,31,104,124,355
S2,7927,SME,IHL,3043.339,571,70,77,400,268,156,354,44
S2,7928,SME,Private,3700.791,104,197,241,96,242,107,596,378
S3,7929,MNC,Public RI,4321.083,179,252,274,117,145,192,400,168
S1,7930,MNC,Gov,2709.532,426,267,677,229,293,286,93,68
S3,7931,SME,Public RI,2482.659,244,202,269,169,174,287,217,186
S1,7932,MNC,Gov,1828.378,18,102,190,770,157,193,261,88
S1,7933,MNC,Private,4396.522,99,227,283,263,258,55,491,87
S2,7934,SME,IHL,2523.111,439,242,186,532,124,698,565,215
S3,7935,LLC,Public RI,3202.346,178,174,323,768,360,265,337,227
S3,7936,SME,Public RI,3557.649,512,236,575,114,440,385,1012,476
S3,7937,SME,Private,2607.124,216,263,314,128,183,279,549,408
S3,7938,MNC,Gov,3272.654,266,461,234,450,271,295,119,414
S1,7939,MNC,Public RI,2716.58,302,193,517,502,175,182,189,147
S1,7940,SME,Public RI,2533.86,262,361,151,459,734,265,162,298
S3,7941,LLC,IHL,2246.571,573,492,265,102,111,241,57,158
S2,7942,SME,Gov,2209.3,585,279,28,226,634,145,636,7
S1,7943,SME,Private,2889.527,229,108,227,203,195,406,120,576
S3,7944,MNC,IHL,1551.556,302,561,519,107,626,203,623,20
S1,7945,LLC,Public RI,3207.266,109,68,262,339,263,556,181,100
S1,7946,LLC,Public RI,2566.772,554,126,259,234,285,299,766,360
S1,7947,LLC,Public RI,4429.143,121,246,704,1106,126,107,436,453
S2,7948,SME,IHL,2399.146,645,492,67,400,290,193,295,204
S3,7949,MNC,IHL,3723.046,436,47,116,698,615,677,118,356
S1,7950,LLC,Gov,2402.837,357,699,615,326,311,112,235,87
S2,7951,MNC,IHL,2812.981,152,52,381,177,178,515,121,106
S1,7952,SME,Gov,1999.221,354,115,418,124,365,699,318,225
S1,7953,SME,Public RI,4022.699,541,192,341,227,260,140,566,67
S1,7954,LLC,Public RI,2088.636,228,452,412,357,147,473,956,204
S3,7955,MNC,Gov,2045.412,514,187,4,32,130,521,294,53
S3,7956,LLC,Public RI,3769.745,367,82,46,207,105,180,133,610
S2,7957,SME,Public RI,3958.366,817,889,185,119,160,192,790,297
S1,7958,MNC,IHL,6063.217,147,330,171,259,196,175,123,163
S3,7959,SME,IHL,3042.839,666,217,106,630,243,198,373,130
S3,7960,SME,IHL,4178.128,235,531,536,47,361,249,186,297
S1,7961,LLC,IHL,3565.052,691,119,157,140,1164,277,324,126
S3,7962,MNC,IHL,3225.742,80,321,457,547,311,499,128,346
S2,7963,MNC,IHL,2989.475,361,44,137,160,211,17,34,35
S1,7964,LLC,Private,4968.944,367,106,51,378,222,455,386,82
S1,7965,LLC,Private,2436.56,567,65,384,186,315,292,648,338
S2,7966,MNC,IHL,1250.754,720,219,192,370,294,234,654,251
S3,7967,SME,IHL,2650.828,234,28,42,66,587,205,398,178
S2,7968,SME,Private,2430.945,431,163,47,42,166,711,459,378
S2,7969,LLC,Gov,2532.937,585,323,243,77,343,118,206,190
S1,7970,MNC,Gov,2987.283,112,680,256,366,427,111,231,301
S1,7971,LLC,IHL,3617.295,147,574,377,179,377,577,416,542
S2,7972,LLC,Public RI,3430.522,217,190,45,77,65,207,362,95
S2,7973,LLC,Gov,1914.317,104,288,551,233,716,235,459,481
S2,7974,MNC,Gov,3658.216,248,72,373,315,90,1133,325,307
S2,7975,LLC,Gov,4006.748,396,672,216,184,448,853,299,652
S1,7976,SME,IHL,2849.006,261,685,75,109,428,676,283,325
S2,7977,SME,Private,2169.4,486,225,258,289,29,153,289,188
S1,7978,LLC,Gov,3524.231,228,880,445,186,451,271,364,35
S2,7979,MNC,Public RI,2071.282,129,257,427,49,507,512,243,48
S1,7980,MNC,Public RI,2286.81,364,96,190,300,325,119,209,271
S1,7981,LLC,Public RI,3473.291,298,705,143,153,342,129,294,701
S2,7982,SME,Public RI,4037.097,236,246,238,299,201,374,78,478
S2,7983,SME,Public RI,4101.413,524,306,88,298,284,16,365,133
S3,7984,MNC,IHL,3454.385,239,142,1237,494,190,54,422,222
S1,7985,MNC,Private,3415.887,163,131,153,250,417,226,282,184
S2,7986,MNC,Public RI,4552.547,208,289,71,167,230,368,70,37
S3,7987,MNC,Gov,2405.972,81,149,185,104,127,259,54,85
S3,7988,MNC,Gov,1860.434,131,474,320,73,215,184,76,487
S2,7989,LLC,Gov,3885.245,998,353,217,156,417,389,67,118
S1,7990,SME,Public RI,1675.597,110,710,342,183,69,297,799,1007
S2,7991,SME,IHL,2306.095,257,95,24,132,446,228,487,118
S1,7992,SME,IHL,1738.403,135,431,49,132,15,412,81,137
S2,7993,MNC,Private,3167.591,353,398,232,820,274,533,29,405
S1,7994,MNC,Gov,2994.376,333,664,137,190,104,136,61,427
S2,7995,SME,IHL,2535.494,303,525,295,837,127,284,330,236
S1,7996,SME,Gov,2080.299,104,339,51,1640,70,173,308,252
S2,7997,LLC,IHL,2370.656,451,554,180,272,114,69,498,26
S3,7998,LLC,Gov,5264.441,119,731,556,569,153,184,256,123
S3,7999,LLC,Private,1783.079,255,233,244,70,138,261,272,443
S3,8000,LLC,IHL,1789.365,157,292,298,403,159,243,302,280
S3,8001,SME,Private,2987.375,530,511,262,209,166,57,62,427
S3,8002,LLC,IHL,1626.93,139,14,193,188,81,298,427,205
S3,8003,MNC,Gov,2231.063,492,172,171,165,580,198,497,151
